adsetID_date,Campaign_ID,Adset_ID,Adset_Name,IT_ID1,IT_ID2,IT_ID3,date,day_ctr,day_clicks,day_reach,day_spend,day_actions,day_impression,IT_Aud_ID1_up_bound,IT_Aud_ID2_up_bound,IT_Aud_ID3_up_bound
121,23852088675240227_2022-08-27,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,2022-08-27,1.518178,38,2229,980,1,2503,63303827,105553380,51217967
122,23852088675240227_2022-08-28,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,2022-08-28,1.178699,112,7534,3426,2,9502,63303827,105553380,51217967
123,23852088675240227_2022-08-29,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,2022-08-29,0.896693,48,4705,2099,1,5353,63303827,105553380,51217967
124,23852088675240227_2022-08-30,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,2022-08-30,1.483254,31,1938,875,1,2090,63303827,105553380,51217967
125,23852088675240227_2022-08-31,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,,,,,,,,63303827,105553380,51217967
126,23852088675240227_2022-09-01,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,,,,,,,,63303827,105553380,51217967
127,23852088675240227_2022-09-02,23851882559020227,23852088675240227,AI_DB_20220827_Customerservice_Homebusiness_Cartuning,6003605501620,6003626772107,6003644639220,,,,,,,,63303827,105553380,51217967
128,23852073135550227_2022-08-02,23851882559020227,23852073135550227,AI_DB_20220826_Pedagogy_Powertool_Electronics,6003488524831,6003540630873,6003573036687,,,,,,,,32233600,33926010,403971390
129,23852073135550227_2022-08-03,23851882559020227,23852073135550227,AI_DB_20220826_Pedagogy_Powertool_Electronics,6003488524831,6003540630873,6003573036687,,,,,,,,32233600,33926010,403971390
130,23852073135550227_2022-08-04,23851882559020227,23852073135550227,AI_DB_20220826_Pedagogy_Powertool_Electronics,6003488524831,6003540630873,6003573036687,,,,,,,,32233600,33926010,403971390
131,23852073135550227_2022-08-05,23851882559020227,23852073135550227,AI_DB_20220826_Pedagogy_Powertool_Electronics,6003488524831,6003540630873,6003573036687,,,,,,,,32233600,33926010,403971390
132,23852073135550227_2022-08-06,23851882559020227,23852073135550227,AI_DB_20220826_Pedagogy_Powertool_Electronics,6003488524831,6003540630873,6003573036687,,,,,,,,32233600,33926010,403971390
133,23852073135550227_2022-08-07,23851882559020227,23852073135550227,AI_DB_20220826_Pedagogy_Powertool_Electronics,6003488524831,6003540630873,6003573036687,,,,,,,,32233600,33926010,403971390
134,23852073135550227_2022-08-08,23851882559020227,23852073135550227,AI_DB_20220826_Pedagogy_Powertool_Electronics,6003488524831,6003540630873,6003573036687,,,,,,,,32233600,33926010,403971390
135,23852073135550227_2022-08-09,23851882559020227,23852073135550227,AI_DB_20220826_Pedagogy_Powertool_Electronics,6003488524831,6003540630873,6003573036687,,,,,,,,32233600,33926010,403971390
